algorithm,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_train_AUC,split1_train_AUC,split2_train_AUC,split3_train_AUC,split4_train_AUC,mean_train_AUC,std_train_AUC,split0_test_RECALL,split1_test_RECALL,split2_test_RECALL,split3_test_RECALL,split4_test_RECALL,mean_test_RECALL,std_test_RECALL,rank_test_RECALL,split0_train_RECALL,split1_train_RECALL,split2_train_RECALL,split3_train_RECALL,split4_train_RECALL,mean_train_RECALL,std_train_RECALL,split0_test_PRECISION,split1_test_PRECISION,split2_test_PRECISION,split3_test_PRECISION,split4_test_PRECISION,mean_test_PRECISION,std_test_PRECISION,rank_test_PRECISION,split0_train_PRECISION,split1_train_PRECISION,split2_train_PRECISION,split3_train_PRECISION,split4_train_PRECISION,mean_train_PRECISION,std_train_PRECISION,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_train_F1,split1_train_F1,split2_train_F1,split3_train_F1,split4_train_F1,mean_train_F1,std_train_F1
Decision Tree,3.905089998245239,0.2166331924167453,0.031248950958251955,1.85047225112269e-06,{},0.5169648627379719,0.5098705854940275,0.5172770050748775,0.5183695032540472,0.5258141712620955,0.5176590571053155,0.00506546269153557,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04225352112676056,0.028169014084507043,0.04225352112676056,0.04225352112676056,0.05714285714285714,0.04241418267293445,0.009164304496779862,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03614457831325301,0.024096385542168676,0.03896103896103896,0.05357142857142857,0.07017543859649122,0.04458924546572281,0.015863402457648914,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03896103896103896,0.025974025974025976,0.040540540540540536,0.04724409448818897,0.06299212598425197,0.04314195514683222,0.01208152654494061,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
