algorithm,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classification__n_neighbors,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_train_AUC,split1_train_AUC,split2_train_AUC,split3_train_AUC,split4_train_AUC,mean_train_AUC,std_train_AUC,split0_test_RECALL,split1_test_RECALL,split2_test_RECALL,split3_test_RECALL,split4_test_RECALL,mean_test_RECALL,std_test_RECALL,rank_test_RECALL,split0_train_RECALL,split1_train_RECALL,split2_train_RECALL,split3_train_RECALL,split4_train_RECALL,mean_train_RECALL,std_train_RECALL,split0_test_PRECISION,split1_test_PRECISION,split2_test_PRECISION,split3_test_PRECISION,split4_test_PRECISION,mean_test_PRECISION,std_test_PRECISION,rank_test_PRECISION,split0_train_PRECISION,split1_train_PRECISION,split2_train_PRECISION,split3_train_PRECISION,split4_train_PRECISION,mean_train_PRECISION,std_train_PRECISION,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_train_F1,split1_train_F1,split2_train_F1,split3_train_F1,split4_train_F1,mean_train_F1,std_train_F1
K-nearest neighbours,1.3530856132507325,0.059782988105929816,91.387211561203,0.49806089867113335,10,{'classification__n_neighbors': 10},0.6022947590861997,0.5790123113040955,0.5926242084700482,0.6049567616917821,0.5754849354162641,0.5908749131027399,0.011910787551201465,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11267605633802817,0.056338028169014086,0.15492957746478872,0.15492957746478872,0.12857142857142856,0.12148878729627449,0.03635699021326159,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.030418250950570342,0.01606425702811245,0.039285714285714285,0.043824701195219126,0.03296703296703297,0.03251198188539012,0.00947616753580133,2,0.2608294930875576,0.25449640287769787,0.24890061565523308,0.25939505041246563,0.2634508348794063,0.2574144793824721,0.005157976617819253,0.04790419161676647,0.024999999999999998,0.06267806267806268,0.06832298136645963,0.05247813411078717,0.051276649135473334,0.01499247855126778,2,0.4137426900584795,0.40573476702508965,0.39859154929577467,0.4119359534206696,0.4170337738619677,0.4094077467323963,0.0065394305470462665
K-nearest neighbours,1.289931583404541,0.08883320815207857,92.91210346221924,11.810505768200224,25,{'classification__n_neighbors': 25},0.6591112589594376,0.6504210990634264,0.6659161084496784,0.6474601432337653,0.6202349985879275,0.648629308196951,0.015617048073853971,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.29577464788732394,0.2676056338028169,0.352112676056338,0.3380281690140845,0.22857142857142856,0.2964199126050067,0.04531393457953591,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03376205787781351,0.029921259842519685,0.03770739064856712,0.0425531914893617,0.02572347266881029,0.03393364410201502,0.0058663436098628265,1,0.1131547381047581,0.10901386748844376,0.1117252270035531,0.11767151767151768,0.1176958143389971,0.11385223292145394,0.0033994260507563072,0.060606060606060615,0.053824362606232294,0.06811989100817438,0.07559055118110236,0.046242774566473986,0.0608770302918059,0.010323861716763034,1,0.20330459770114942,0.19659604029176797,0.20099431818181818,0.2105654761904762,0.210604375231739,0.20441296151939015,0.005481001562440043
