algorithm,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classification__n_neighbors,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_train_AUC,split1_train_AUC,split2_train_AUC,split3_train_AUC,split4_train_AUC,mean_train_AUC,std_train_AUC,split0_test_RECALL,split1_test_RECALL,split2_test_RECALL,split3_test_RECALL,split4_test_RECALL,mean_test_RECALL,std_test_RECALL,rank_test_RECALL,split0_train_RECALL,split1_train_RECALL,split2_train_RECALL,split3_train_RECALL,split4_train_RECALL,mean_train_RECALL,std_train_RECALL,split0_test_PRECISION,split1_test_PRECISION,split2_test_PRECISION,split3_test_PRECISION,split4_test_PRECISION,mean_test_PRECISION,std_test_PRECISION,rank_test_PRECISION,split0_train_PRECISION,split1_train_PRECISION,split2_train_PRECISION,split3_train_PRECISION,split4_train_PRECISION,mean_train_PRECISION,std_train_PRECISION,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_train_F1,split1_train_F1,split2_train_F1,split3_train_F1,split4_train_F1,mean_train_F1,std_train_F1
K-nearest neighbours,1.6988314628601073,0.08741594691562943,84.67741842269898,4.315918798418787,10,{'classification__n_neighbors': 10},0.6376880600397477,0.5844330741605941,0.6012691328754228,0.6160687627628021,0.5963189736146435,0.607155636450756,0.018330935069395003,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.19767441860465115,0.12790697674418605,0.19767441860465115,0.13953488372093023,0.13953488372093023,0.16046589452821672,0.030676830300699766,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05263157894736842,0.03594771241830065,0.04941860465116279,0.0410958904109589,0.03680981595092025,0.04318087768059439,0.006715437114105957,1,0.2608036391205459,0.26021180030257185,0.25072886297376096,0.2571001494768311,0.2642089093701997,0.25861067224878187,0.004541311927302415,0.08312958435207823,0.056122448979591844,0.07906976744186045,0.06349206349206349,0.05825242718446602,0.06801352381440226,0.011026041225695324,2,0.41371016235718583,0.4129651860744298,0.40093240093240096,0.4090368608799049,0.41798298906439857,0.410925519861664,0.005747204578204713
K-nearest neighbours,1.5090755939483642,0.209595195534768,89.18288969993591,9.821080156244046,25,{'classification__n_neighbors': 25},0.6992559316272096,0.6608768653463966,0.6898719971409644,0.6576594246959265,0.6500273508073391,0.6715389718742689,0.019356707338407147,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.36046511627906974,0.27906976744186046,0.3488372093023256,0.3488372093023256,0.26744186046511625,0.3209307081548404,0.03932902094731802,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04234972677595628,0.0321285140562249,0.038910505836575876,0.04608294930875576,0.03163686382393398,0.038221688230289874,0.005653272471611839,2,0.11594202898550725,0.11451398135818908,0.11594202898550725,0.12168376370711001,0.12082894274675096,0.11778214915661292,0.0028968449226160296,0.07579462102689487,0.05762304921968787,0.07001166861143523,0.0814111261872456,0.056580565805658053,0.06828417970927014,0.009821722213738494,1,0.20779220779220778,0.2054958183990442,0.20779220779220778,0.21696625670135605,0.21560639298025694,0.21073057673301454,0.004633098479940095
