algorithm,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classification__n_neighbors,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_train_AUC,split1_train_AUC,split2_train_AUC,split3_train_AUC,split4_train_AUC,mean_train_AUC,std_train_AUC,split0_test_RECALL,split1_test_RECALL,split2_test_RECALL,split3_test_RECALL,split4_test_RECALL,mean_test_RECALL,std_test_RECALL,rank_test_RECALL,split0_train_RECALL,split1_train_RECALL,split2_train_RECALL,split3_train_RECALL,split4_train_RECALL,mean_train_RECALL,std_train_RECALL,split0_test_PRECISION,split1_test_PRECISION,split2_test_PRECISION,split3_test_PRECISION,split4_test_PRECISION,mean_test_PRECISION,std_test_PRECISION,rank_test_PRECISION,split0_train_PRECISION,split1_train_PRECISION,split2_train_PRECISION,split3_train_PRECISION,split4_train_PRECISION,mean_train_PRECISION,std_train_PRECISION,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_train_F1,split1_train_F1,split2_train_F1,split3_train_F1,split4_train_F1,mean_train_F1,std_train_F1
K-nearest neighbours,4.611978769302368,0.022221780948812504,106.93197636604309,2.3241325970754683,10,{'classification__n_neighbors': 10},0.5614965046546493,0.5628007217321571,0.5759115355113141,0.5159642630646416,0.579405060008325,0.5591160420316035,0.022693332656391646,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.12790697674418605,0.13953488372093023,0.13953488372093023,0.05813953488372093,0.13953488372093023,0.12093105404335021,0.031716034271505995,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03038674033149171,0.03550295857988166,0.03625377643504532,0.015015015015015015,0.03234501347708895,0.029900932071583525,0.007739914557164652,1,0.23905489923558026,0.24208304011259676,0.23938761308281142,0.24659498207885305,0.24208304011259676,0.24184071492448767,0.002701813349099444,0.049107142857142856,0.05660377358490566,0.05755395683453238,0.02386634844868735,0.052516411378555804,0.04792988871441794,0.012404095104489764,1,0.3858665171060011,0.38980169971671386,0.386299831555306,0.3956296722254169,0.38980169971671386,0.3894798840640304,0.0034984619417731486
K-nearest neighbours,4.1582324504852295,0.5354864299828965,98.24361200332642,19.52496421545624,25,{'classification__n_neighbors': 25},0.5809916625989331,0.610578976500122,0.590101025068861,0.5929279093740261,0.629344801058291,0.6007884901695336,0.017200087164055505,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.22093023255813954,0.22093023255813954,0.23255813953488372,0.12790697674418605,0.2441860465116279,0.20930319030266975,0.04160028580454386,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.021134593993325918,0.022093023255813953,0.023337222870478413,0.012971698113207548,0.023863636363636365,0.020680119040943395,0.003970240480467489,2,0.09703808180535967,0.09814550641940085,0.09690140845070423,0.10150486869282975,0.09988385598141696,0.09869474426994229,0.001764824752379758,0.03857868020304569,0.04016913319238901,0.04241781548250265,0.023554603854389723,0.043478260869565216,0.037639852035852475,0.0072467507642842545,2,0.17690923116482385,0.17874772668225514,0.17668207498715974,0.18430216983659256,0.1816261879619852,0.1796534781265633,0.00292172662624021
