algorithm,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_train_AUC,split1_train_AUC,split2_train_AUC,split3_train_AUC,split4_train_AUC,mean_train_AUC,std_train_AUC,split0_test_RECALL,split1_test_RECALL,split2_test_RECALL,split3_test_RECALL,split4_test_RECALL,mean_test_RECALL,std_test_RECALL,rank_test_RECALL,split0_train_RECALL,split1_train_RECALL,split2_train_RECALL,split3_train_RECALL,split4_train_RECALL,mean_train_RECALL,std_train_RECALL,split0_test_PRECISION,split1_test_PRECISION,split2_test_PRECISION,split3_test_PRECISION,split4_test_PRECISION,mean_test_PRECISION,std_test_PRECISION,rank_test_PRECISION,split0_train_PRECISION,split1_train_PRECISION,split2_train_PRECISION,split3_train_PRECISION,split4_train_PRECISION,mean_train_PRECISION,std_train_PRECISION,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_train_F1,split1_train_F1,split2_train_F1,split3_train_F1,split4_train_F1,mean_train_F1,std_train_F1
Naive Bayes,0.2410294532775879,0.031536617997921894,0.11850886344909668,0.021307720905689054,{},0.5040036284714844,0.5005085135723297,0.5010075016742845,0.4918571882863093,0.5138658085229721,0.5022482881236459,0.007079273388464343,1,0.5017881086637697,0.5026550941151428,0.5025256322536787,0.5048143543561872,0.4993491081228814,0.5022264595023319,0.0017573692929804085,0.9859154929577465,1.0,0.9859154929577465,0.9859154929577465,1.0,0.9915491212057821,0.006899935470410644,1,0.9929328621908127,0.9893992932862191,0.9929328621908127,0.9929328621908127,0.9894366197183099,0.9915268999153934,0.0017219855417820616,0.00727575096143852,0.007374324885749896,0.00727802037845706,0.007269706096167826,0.0072787771654362066,0.0072953162390957125,3.963298498323134e-05,1,0.007300218227164086,0.007275561907236586,0.007299649305104559,0.007301735786300801,0.007299459684123026,0.007295324981985811,9.913797618290195e-06,0.014444903012794058,0.014640684606660482,0.01444937558055527,0.014432989690721649,0.014452358831423559,0.014484062999340483,7.858908404800891e-05,1,0.014493874919406836,0.01444490301279406,0.014492753623188406,0.014496865891092942,0.014492006188757092,0.014484080727047866,1.9658646894157853e-05
